bandwidth_mbps,cpu_percent,gpu_percent,ram_percent,rtt_ms,jitter_ms,motion_score,change_score,onboard_latency,offboard_latency,best_route
0.02,70.25,0.0,61.6,0.99,0.11,0.0,0.0,0.1083,0.2081,0
0.02,70.25,0.0,61.6,0.99,0.11,0.0,0.0,0.1109,0.2083,0
0.02,70.25,0.0,61.6,0.99,0.11,0.0,0.0,0.1128,0.2084,0
0.02,70.25,0.0,61.6,0.99,0.11,0.0081,0.0041,0.022,0.1231,0
0.02,70.25,0.0,61.6,0.99,0.11,0.0081,0.0041,0.0234,0.1233,0
0.02,70.25,0.0,61.6,0.99,0.11,0.0081,0.0041,0.0245,0.1234,0
0.02,76.5,28.0,62.82,0.99,0.11,0.0086,0.0043,0.0361,0.0831,0
0.02,76.5,28.0,62.82,0.99,0.11,0.0086,0.0043,0.0376,0.0834,0
0.02,76.5,28.0,62.82,0.99,0.11,0.0086,0.0043,0.0386,0.0836,0
0.02,76.5,28.0,62.82,0.99,0.11,0.0501,0.0044,0.0528,0.0982,0
0.02,76.5,28.0,62.82,0.99,0.11,0.0501,0.0044,0.0547,0.0985,0
0.02,76.5,28.0,62.82,0.99,0.11,0.0501,0.0044,0.0594,0.0988,0
0.02,76.5,28.0,62.82,0.99,0.11,0.0087,0.0044,0.0212,0.0944,0
0.02,76.5,28.0,62.82,0.99,0.11,0.0087,0.0044,0.0233,0.0946,0
0.02,76.5,28.0,62.82,0.99,0.11,0.0087,0.0044,0.0269,0.0947,0
0.02,89.5,9.0,64.15,0.99,0.11,0.0088,0.0044,0.0219,0.0622,0
0.02,89.5,9.0,64.15,0.99,0.11,0.0088,0.0044,0.0233,0.0624,0
0.02,89.5,9.0,64.15,0.99,0.11,0.0088,0.0044,0.0245,0.0626,0
0.02,89.5,9.0,64.15,1.12,0.11,0.0518,0.0046,0.0318,0.0747,0
0.02,89.5,9.0,64.15,1.12,0.11,0.0518,0.0046,0.0476,0.0749,0
0.02,89.5,9.0,64.15,1.12,0.11,0.0518,0.0046,0.0489,0.075,0
0.02,89.5,9.0,64.15,1.12,0.11,0.0082,0.0041,0.0201,0.0664,0
0.02,89.5,9.0,64.15,1.12,0.11,0.0082,0.0041,0.0219,0.0666,0
0.02,89.5,9.0,64.15,1.12,0.11,0.0082,0.0041,0.0231,0.0667,0
0.02,89.5,9.0,64.15,1.12,0.11,0.0084,0.0042,0.0226,0.056,0
0.02,89.5,9.0,64.15,1.12,0.11,0.0084,0.0042,0.0262,0.0562,0
0.02,89.5,9.0,64.15,1.12,0.11,0.0084,0.0042,0.0284,0.0564,0
0.02,83.5,0.0,65.16,1.12,0.11,0.0522,0.0044,0.0253,0.0609,0
0.02,83.5,0.0,65.16,1.12,0.11,0.0522,0.0044,0.0355,0.0611,0
0.02,83.5,0.0,65.16,1.12,0.11,0.0522,0.0044,0.0393,0.0612,0
0.02,83.5,0.0,65.16,1.12,0.11,0.0087,0.0043,0.0178,0.0677,0
0.02,83.5,0.0,65.16,1.12,0.11,0.0087,0.0043,0.0227,0.0679,0
0.02,83.5,0.0,65.16,1.12,0.11,0.0087,0.0043,0.0268,0.0681,0
0.02,83.5,0.0,65.16,1.12,0.11,0.0089,0.0044,0.015,0.0644,0
0.02,83.5,0.0,65.16,1.12,0.11,0.0089,0.0044,0.0183,0.0646,0
0.02,83.5,0.0,65.16,1.12,0.11,0.0089,0.0044,0.0221,0.0648,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0456,0.0044,0.0197,0.0703,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0456,0.0044,0.0293,0.0706,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0456,0.0044,0.0308,0.0708,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0087,0.0043,0.0152,0.0544,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0087,0.0043,0.0166,0.0546,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0087,0.0043,0.0177,0.0547,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0085,0.0043,0.0203,0.0531,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0085,0.0043,0.0228,0.0534,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0085,0.0043,0.0261,0.0535,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0515,0.0042,0.0265,0.0709,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0515,0.0042,0.0347,0.0718,0
0.02,78.5,21.0,65.67,1.12,0.11,0.0515,0.0042,0.0359,0.072,0
0.03,76.25,17.0,66.04,1.51,0.16,0.0094,0.0047,0.0234,0.0541,0
0.03,76.25,17.0,66.04,1.51,0.16,0.0094,0.0047,0.0267,0.0545,0
0.03,76.25,17.0,66.04,1.51,0.16,0.0094,0.0047,0.0307,0.0547,0
0.03,76.25,17.0,66.04,1.51,0.16,0.0089,0.0045,0.0166,0.0684,0
0.03,76.25,17.0,66.04,1.51,0.16,0.0089,0.0045,0.0186,0.0687,0
0.03,76.25,17.0,66.04,1.51,0.16,0.0089,0.0045,0.0217,0.0688,0
0.03,76.25,17.0,66.04,1.51,0.16,0.0454,0.004,0.0202,0.0705,0
0.03,76.25,17.0,66.04,1.51,0.16,0.0454,0.004,0.023,0.0709,0
0.03,76.25,17.0,66.04,1.51,0.16,0.0454,0.004,0.0274,0.0713,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0085,0.0042,0.0229,0.1063,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0085,0.0042,0.0297,0.1065,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0085,0.0042,0.0312,0.1067,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0086,0.0043,0.036,0.0978,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0086,0.0043,0.0376,0.0981,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0086,0.0043,0.0386,0.0982,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0506,0.0045,0.0213,0.0918,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0506,0.0045,0.0237,0.0921,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0506,0.0045,0.0255,0.0925,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0085,0.0043,0.0214,0.0562,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0085,0.0043,0.0284,0.0566,0
0.03,80.0,28.0,66.93,1.51,0.16,0.0085,0.0043,0.0297,0.0568,0
0.03,79.25,18.0,67.76,1.51,0.16,0.0097,0.0048,0.0228,0.0661,0
0.03,79.25,18.0,67.76,1.51,0.16,0.0097,0.0048,0.0296,0.0663,0
0.03,79.25,18.0,67.76,1.51,0.16,0.0097,0.0048,0.0424,0.0664,0
0.03,79.25,18.0,67.76,1.51,0.16,0.0673,0.0044,0.0302,0.0667,0
0.03,79.25,18.0,67.76,1.51,0.16,0.0673,0.0044,0.0399,0.0675,0
0.03,79.25,18.0,67.76,1.51,0.16,0.0673,0.0044,0.0412,0.068,0
0.03,79.25,18.0,67.76,1.51,0.16,0.0086,0.0043,0.0152,0.0592,0
0.03,79.25,18.0,67.76,1.51,0.16,0.0086,0.0043,0.0213,0.0594,0
0.03,79.25,18.0,67.76,1.51,0.16,0.0086,0.0043,0.0259,0.0595,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0088,0.0044,0.0142,0.0801,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0088,0.0044,0.0194,0.0805,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0088,0.0044,0.0228,0.0809,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0528,0.0044,0.0193,0.151,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0528,0.0044,0.0208,0.1514,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0528,0.0044,0.0223,0.1516,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0089,0.0045,0.0197,0.1047,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0089,0.0045,0.0288,0.105,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0089,0.0045,0.0306,0.1052,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0088,0.0044,0.0432,0.1068,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0088,0.0044,0.0514,0.107,0
0.02,81.75,18.0,68.72,1.17,0.18,0.0088,0.0044,0.0532,0.1072,0
0.02,81.0,28.0,69.9,1.17,0.18,0.0491,0.0042,0.0235,0.0742,0
0.02,81.0,28.0,69.9,1.17,0.18,0.0491,0.0042,0.0313,0.0746,0
0.02,81.0,28.0,69.9,1.17,0.18,0.0491,0.0042,0.0326,0.0747,0
0.02,81.0,28.0,69.9,1.17,0.18,0.0087,0.0044,0.0309,0.0873,0
0.02,81.0,28.0,69.9,1.17,0.18,0.0087,0.0044,0.0325,0.0875,0
0.02,81.0,28.0,69.9,1.17,0.18,0.0087,0.0044,0.0345,0.0883,0
0.02,81.0,28.0,69.9,1.17,0.18,0.0081,0.0041,0.023,0.0753,0
0.02,81.0,28.0,69.9,1.17,0.18,0.0081,0.0041,0.0248,0.0758,0
0.02,81.0,28.0,69.9,1.17,0.18,0.0081,0.0041,0.0263,0.0762,0
0.02,81.0,19.0,70.89,1.17,0.18,0.0613,0.0042,0.0395,0.1114,0
0.02,81.0,19.0,70.89,1.17,0.18,0.0613,0.0042,0.0407,0.1116,0
0.02,81.0,19.0,70.89,1.17,0.18,0.0613,0.0042,0.0417,0.1118,0
0.02,81.0,19.0,70.89,1.17,0.18,0.0084,0.0042,0.0218,0.09,0
0.02,81.0,19.0,70.89,1.17,0.18,0.0084,0.0042,0.023,0.0904,0
0.02,81.0,19.0,70.89,1.17,0.18,0.0084,0.0042,0.0242,0.0906,0
0.02,81.0,19.0,70.89,1.17,0.18,0.0087,0.0044,0.0189,0.1,0
0.02,81.0,19.0,70.89,1.17,0.18,0.0087,0.0044,0.0204,0.1002,0
0.02,81.0,19.0,70.89,1.17,0.18,0.0087,0.0044,0.022,0.1005,0
0.02,81.0,19.0,70.89,1.17,0.16,0.0545,0.0043,0.0173,0.1424,0
0.02,81.0,19.0,70.89,1.17,0.16,0.0545,0.0043,0.0186,0.1427,0
0.02,81.0,19.0,70.89,1.17,0.16,0.0545,0.0043,0.02,0.1428,0
0.02,81.75,0.0,72.43,1.17,0.16,0.0085,0.0042,0.0182,0.1249,0
0.02,81.75,0.0,72.43,1.17,0.16,0.0085,0.0042,0.0203,0.1251,0
0.02,81.75,0.0,72.43,1.17,0.16,0.0085,0.0042,0.0232,0.1252,0
0.02,81.75,0.0,72.43,1.17,0.16,0.0089,0.0045,0.0388,0.0902,0
0.02,81.75,0.0,72.43,1.17,0.16,0.0089,0.0045,0.0468,0.0904,0
0.02,81.75,0.0,72.43,1.17,0.16,0.0089,0.0045,0.0516,0.0905,0
0.02,81.75,0.0,72.43,1.17,0.16,0.0457,0.0046,0.0343,0.0885,0
0.02,81.75,0.0,72.43,1.17,0.16,0.0457,0.0046,0.0363,0.0888,0
0.02,81.75,0.0,72.43,1.17,0.16,0.0457,0.0046,0.0373,0.0889,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0093,0.0046,0.0175,0.1158,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0093,0.0046,0.0188,0.116,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0093,0.0046,0.0214,0.1162,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0086,0.0043,0.036,0.1627,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0086,0.0043,0.0379,0.1629,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0086,0.0043,0.0393,0.1632,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0501,0.0048,0.0355,0.1523,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0501,0.0048,0.0396,0.1525,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0501,0.0048,0.0442,0.1527,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0092,0.0046,0.0317,0.1004,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0092,0.0046,0.0377,0.1008,0
0.02,78.25,37.0,72.48,1.17,0.16,0.0092,0.0046,0.0429,0.1012,0
0.02,82.75,0.0,73.01,1.17,0.16,0.0089,0.0045,0.0913,0.0713,1
0.02,82.75,0.0,73.01,1.17,0.16,0.0089,0.0045,0.0927,0.0717,1
0.02,82.75,0.0,73.01,1.17,0.16,0.0089,0.0045,0.0945,0.0719,1
0.02,82.75,0.0,73.01,1.17,0.16,0.056,0.0046,0.0178,0.0947,0
0.02,82.75,0.0,73.01,1.17,0.16,0.056,0.0046,0.0196,0.0949,0
0.02,82.75,0.0,73.01,1.17,0.16,0.056,0.0046,0.0215,0.0951,0
0.02,82.75,0.0,73.01,1.64,0.2,0.0085,0.0043,0.0217,0.1945,0
0.02,82.75,0.0,73.01,1.64,0.2,0.0085,0.0043,0.028,0.1947,0
0.02,82.75,0.0,73.01,1.64,0.2,0.0085,0.0043,0.0299,0.1948,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0093,0.0047,0.0159,0.1165,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0093,0.0047,0.0177,0.1167,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0093,0.0047,0.0188,0.1168,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0491,0.0044,0.0209,0.0685,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0491,0.0044,0.0225,0.0687,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0491,0.0044,0.0245,0.0688,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0086,0.0043,0.0217,0.0643,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0086,0.0043,0.0231,0.0647,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0086,0.0043,0.0253,0.0651,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0086,0.0043,0.0218,0.0912,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0086,0.0043,0.0234,0.0915,0
0.02,86.0,0.0,73.59,1.64,0.2,0.0086,0.0043,0.0252,0.0919,0
0.02,80.25,34.0,74.37,1.64,0.2,0.0653,0.0044,0.0193,0.0661,0
0.02,80.25,34.0,74.37,1.64,0.2,0.0653,0.0044,0.0237,0.0664,0
0.02,80.25,34.0,74.37,1.64,0.2,0.0653,0.0044,0.025,0.0665,0
0.02,80.25,34.0,74.37,1.64,0.2,0.0096,0.0048,0.0175,0.0672,0
0.02,80.25,34.0,74.37,1.64,0.2,0.0096,0.0048,0.0192,0.0675,0
0.02,80.25,34.0,74.37,1.64,0.2,0.0096,0.0048,0.021,0.0678,0
0.02,80.25,34.0,74.37,1.64,0.2,0.0099,0.0049,0.0276,0.0663,0
0.02,80.25,34.0,74.37,1.64,0.2,0.0099,0.0049,0.0341,0.0665,0
0.02,80.25,34.0,74.37,1.64,0.2,0.0099,0.0049,0.0361,0.0666,0
0.02,80.0,45.0,75.38,1.64,0.2,0.061,0.0043,0.0233,0.0652,0
0.02,80.0,45.0,75.38,1.64,0.2,0.061,0.0043,0.0264,0.0654,0
0.02,80.0,45.0,75.38,1.64,0.2,0.061,0.0043,0.0299,0.0655,0
0.02,80.0,45.0,75.38,1.64,0.2,0.0091,0.0045,0.0207,0.0693,0
0.02,80.0,45.0,75.38,1.64,0.2,0.0091,0.0045,0.022,0.0696,0
0.02,80.0,45.0,75.38,1.64,0.2,0.0091,0.0045,0.0231,0.0699,0
0.02,80.0,45.0,75.38,1.18,0.22,0.009,0.0045,0.0164,0.0772,0
0.02,80.0,45.0,75.38,1.18,0.22,0.009,0.0045,0.0177,0.0774,0
0.02,80.0,45.0,75.38,1.18,0.22,0.009,0.0045,0.019,0.0776,0
0.02,80.0,45.0,75.38,1.18,0.22,0.0496,0.0042,0.0233,0.0711,0
0.02,80.0,45.0,75.38,1.18,0.22,0.0496,0.0042,0.0249,0.0713,0
0.02,80.0,45.0,75.38,1.18,0.22,0.0496,0.0042,0.0262,0.0714,0
0.02,79.25,29.0,75.88,1.18,0.22,0.0084,0.0042,0.0241,0.0819,0
0.02,79.25,29.0,75.88,1.18,0.22,0.0084,0.0042,0.0255,0.0822,0
0.02,79.25,29.0,75.88,1.18,0.22,0.0084,0.0042,0.0266,0.0824,0
0.02,79.25,29.0,75.88,1.18,0.22,0.0078,0.0039,0.0195,0.0498,0
0.02,79.25,29.0,75.88,1.18,0.22,0.0078,0.0039,0.0261,0.05,0
0.02,79.25,29.0,75.88,1.18,0.22,0.0078,0.0039,0.0304,0.0501,0
0.02,79.25,29.0,75.88,1.18,0.22,0.0545,0.0044,0.0251,0.057,0
0.02,79.25,29.0,75.88,1.18,0.22,0.0545,0.0044,0.0297,0.0573,0
0.02,79.25,29.0,75.88,1.18,0.22,0.0545,0.0044,0.0327,0.0574,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0086,0.0043,0.0307,0.0624,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0086,0.0043,0.0332,0.0626,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0086,0.0043,0.0434,0.0627,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0088,0.0044,0.0269,0.0768,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0088,0.0044,0.0317,0.077,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0088,0.0044,0.037,0.0771,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0469,0.0041,0.026,0.0812,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0469,0.0041,0.0303,0.0815,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0469,0.0041,0.0462,0.0816,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0085,0.0042,0.0213,0.0642,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0085,0.0042,0.0291,0.0649,0
0.02,82.0,31.0,76.08,1.18,0.22,0.0085,0.0042,0.033,0.0652,0
0.02,81.75,0.0,76.51,1.18,0.22,0.0088,0.0044,0.0285,0.0542,0
0.02,81.75,0.0,76.51,1.18,0.22,0.0088,0.0044,0.0365,0.0545,0
0.02,81.75,0.0,76.51,1.18,0.22,0.0088,0.0044,0.0618,0.0548,1
0.12,81.75,0.0,76.51,4.46,0.5,0.0526,0.005,0.0196,0.0718,0
0.12,81.75,0.0,76.51,4.46,0.5,0.0526,0.005,0.0254,0.0721,0
0.12,81.75,0.0,76.51,4.46,0.5,0.0526,0.005,0.0282,0.0722,0
0.12,81.75,0.0,76.51,4.46,0.5,0.0092,0.0046,0.0222,0.0773,0
0.12,81.75,0.0,76.51,4.46,0.5,0.0092,0.0046,0.0254,0.0777,0
0.12,81.75,0.0,76.51,4.46,0.5,0.0092,0.0046,0.0282,0.078,0
0.12,82.5,57.0,76.59,4.46,0.5,0.0091,0.0045,0.0161,0.0645,0
0.12,82.5,57.0,76.59,4.46,0.5,0.0091,0.0045,0.0237,0.0647,0
0.12,82.5,57.0,76.59,4.46,0.5,0.0091,0.0045,0.0272,0.0648,0
0.12,82.5,57.0,76.59,4.46,0.5,0.0503,0.0047,0.0277,0.0549,0
0.12,82.5,57.0,76.59,4.46,0.5,0.0503,0.0047,0.0333,0.0551,0
0.12,82.5,57.0,76.59,4.46,0.5,0.0503,0.0047,0.0379,0.0552,0
0.12,82.5,57.0,76.59,4.46,0.5,0.008,0.004,0.0204,0.0509,0
0.12,82.5,57.0,76.59,4.46,0.5,0.008,0.004,0.0253,0.0511,0
0.12,82.5,57.0,76.59,4.46,0.5,0.008,0.004,0.0329,0.0512,0
0.12,82.5,57.0,76.59,4.46,0.5,0.009,0.0045,0.0183,0.0725,0
0.12,82.5,57.0,76.59,4.46,0.5,0.009,0.0045,0.0238,0.0727,0
0.12,82.5,57.0,76.59,4.46,0.5,0.009,0.0045,0.0322,0.0728,0
0.12,80.0,99.0,76.59,4.46,0.5,0.0454,0.0041,0.0251,0.0666,0
0.12,80.0,99.0,76.59,4.46,0.5,0.0454,0.0041,0.0277,0.0668,0
0.12,80.0,99.0,76.59,4.46,0.5,0.0454,0.0041,0.0313,0.0669,0
0.12,80.0,99.0,76.59,4.46,0.5,0.0088,0.0044,0.0161,0.063,0
0.12,80.0,99.0,76.59,4.46,0.5,0.0088,0.0044,0.0185,0.0632,0
0.12,80.0,99.0,76.59,4.46,0.5,0.0088,0.0044,0.0246,0.0633,0
0.12,80.0,99.0,76.59,4.46,0.5,0.0089,0.0045,0.0199,0.0685,0
0.12,80.0,99.0,76.59,4.46,0.5,0.0089,0.0045,0.0248,0.0687,0
0.12,80.0,99.0,76.59,4.46,0.5,0.0089,0.0045,0.0323,0.0688,0
0.12,77.0,90.0,76.59,4.46,0.5,0.0542,0.0046,0.0169,0.0492,0
0.12,77.0,90.0,76.59,4.46,0.5,0.0542,0.0046,0.0196,0.0494,0
0.12,77.0,90.0,76.59,4.46,0.5,0.0542,0.0046,0.0261,0.0495,0
0.14,77.0,90.0,76.59,1.31,0.78,0.008,0.004,0.0178,0.0494,0
0.14,77.0,90.0,76.59,1.31,0.78,0.008,0.004,0.021,0.0496,0
0.14,77.0,90.0,76.59,1.31,0.78,0.008,0.004,0.0291,0.0497,0
0.14,77.0,90.0,76.59,1.31,0.78,0.0078,0.0039,0.018,0.0501,0
0.14,77.0,90.0,76.59,1.31,0.78,0.0078,0.0039,0.0301,0.0503,0
0.14,77.0,90.0,76.59,1.31,0.78,0.0078,0.0039,0.0341,0.0505,0
0.14,77.0,90.0,76.59,1.31,0.78,0.0584,0.0042,0.0205,0.0521,0
0.14,77.0,90.0,76.59,1.31,0.78,0.0584,0.0042,0.0335,0.0523,0
0.14,77.0,90.0,76.59,1.31,0.78,0.0584,0.0042,0.0528,0.0524,1
0.14,80.25,27.0,76.61,1.31,0.78,0.0083,0.0041,0.0168,0.0513,0
0.14,80.25,27.0,76.61,1.31,0.78,0.0083,0.0041,0.0245,0.0515,0
0.14,80.25,27.0,76.61,1.31,0.78,0.0083,0.0041,0.0272,0.0517,0
0.14,80.25,27.0,76.61,1.31,0.78,0.009,0.0045,0.0185,0.0469,0
0.14,80.25,27.0,76.61,1.31,0.78,0.009,0.0045,0.0225,0.0471,0
0.14,80.25,27.0,76.61,1.31,0.78,0.009,0.0045,0.0284,0.0472,0
0.14,80.25,27.0,76.61,1.31,0.78,0.057,0.0044,0.0374,0.0547,0
0.14,80.25,27.0,76.61,1.31,0.78,0.057,0.0044,0.0439,0.0549,0
0.14,80.25,27.0,76.61,1.31,0.78,0.057,0.0044,0.0491,0.0551,0
0.14,80.25,0.0,76.66,1.31,0.78,0.008,0.004,0.0272,0.0491,0
0.14,80.25,0.0,76.66,1.31,0.78,0.008,0.004,0.0299,0.0492,0
0.14,80.25,0.0,76.66,1.31,0.78,0.008,0.004,0.0325,0.0493,0
0.14,80.25,0.0,76.66,1.31,0.78,0.0085,0.0043,0.0258,0.0618,0
0.14,80.25,0.0,76.66,1.31,0.78,0.0085,0.0043,0.0314,0.062,0
0.14,80.25,0.0,76.66,1.31,0.78,0.0085,0.0043,0.0361,0.0622,0
0.14,80.25,0.0,76.66,1.31,0.78,0.0524,0.0048,0.0217,0.0523,0
0.14,80.25,0.0,76.66,1.31,0.78,0.0524,0.0048,0.0253,0.0525,0
0.14,80.25,0.0,76.66,1.31,0.78,0.0524,0.0048,0.0286,0.0526,0
0.14,80.25,0.0,76.66,1.31,0.78,0.0096,0.0048,0.0194,0.0537,0
0.14,80.25,0.0,76.66,1.31,0.78,0.0096,0.0048,0.0239,0.0541,0
0.14,80.25,0.0,76.66,1.31,0.78,0.0096,0.0048,0.0289,0.0543,0
0.14,82.5,91.0,76.66,1.94,0.83,0.0079,0.004,0.0257,0.0496,0
0.14,82.5,91.0,76.66,1.94,0.83,0.0079,0.004,0.0312,0.0498,0
0.14,82.5,91.0,76.66,1.94,0.83,0.0079,0.004,0.036,0.0499,0
0.14,82.5,91.0,76.66,1.94,0.83,0.0542,0.004,0.0181,0.0564,0
0.14,82.5,91.0,76.66,1.94,0.83,0.0542,0.004,0.0213,0.0567,0
0.14,82.5,91.0,76.66,1.94,0.83,0.0542,0.004,0.0258,0.057,0
0.14,82.5,91.0,76.66,1.94,0.83,0.0078,0.0039,0.0284,0.0461,0
0.14,82.5,91.0,76.66,1.94,0.83,0.0078,0.0039,0.0307,0.0464,0
0.14,82.5,91.0,76.66,1.94,0.83,0.0078,0.0039,0.0413,0.0466,0
0.14,82.5,91.0,76.66,1.94,0.83,0.008,0.004,0.0155,0.0511,0
0.14,82.5,91.0,76.66,1.94,0.83,0.008,0.004,0.0184,0.0513,0
0.14,82.5,91.0,76.66,1.94,0.83,0.008,0.004,0.0218,0.0515,0
0.14,81.0,30.0,76.59,1.94,0.83,0.0535,0.0041,0.0282,0.0535,0
0.14,81.0,30.0,76.59,1.94,0.83,0.0535,0.0041,0.0361,0.0537,0
0.14,81.0,30.0,76.59,1.94,0.83,0.0535,0.0041,0.0388,0.0539,0
0.14,81.0,30.0,76.59,1.94,0.83,0.0083,0.0042,0.0159,0.052,0
0.14,81.0,30.0,76.59,1.94,0.83,0.0083,0.0042,0.0297,0.0522,0
0.14,81.0,30.0,76.59,1.94,0.83,0.0083,0.0042,0.0325,0.0525,0
0.14,81.0,30.0,76.59,1.94,0.83,0.0092,0.0046,0.0169,0.0462,0
0.14,81.0,30.0,76.59,1.94,0.83,0.0092,0.0046,0.0196,0.0464,0
0.14,81.0,30.0,76.59,1.94,0.83,0.0092,0.0046,0.0229,0.0465,0
0.14,82.0,0.0,76.74,1.94,0.83,0.0551,0.0045,0.017,0.0524,0
0.14,82.0,0.0,76.74,1.94,0.83,0.0551,0.0045,0.0194,0.0527,0
0.14,82.0,0.0,76.74,1.94,0.83,0.0551,0.0045,0.0226,0.0529,0
0.14,82.0,0.0,76.74,1.94,0.83,0.0087,0.0044,0.0264,0.0503,0
0.14,82.0,0.0,76.74,1.94,0.83,0.0087,0.0044,0.0294,0.0505,0
0.14,82.0,0.0,76.74,1.94,0.83,0.0087,0.0044,0.1256,0.0506,1
0.14,82.0,0.0,76.74,1.94,0.83,0.0085,0.0043,0.0481,0.0516,0
0.14,82.0,0.0,76.74,1.94,0.83,0.0085,0.0043,0.0562,0.0519,1
0.14,82.0,0.0,76.74,1.94,0.83,0.0085,0.0043,0.0603,0.0521,1
0.12,76.75,0.0,76.74,1.23,0.88,0.059,0.0041,0.0176,0.0512,0
0.12,76.75,0.0,76.74,1.23,0.88,0.059,0.0041,0.0222,0.0514,0
0.12,76.75,0.0,76.74,1.23,0.88,0.059,0.0041,0.0265,0.0515,0
0.12,76.75,0.0,76.74,1.23,0.88,0.0083,0.0042,0.0245,0.1051,0
0.12,76.75,0.0,76.74,1.23,0.88,0.0083,0.0042,0.0274,0.1053,0
0.12,76.75,0.0,76.74,1.23,0.88,0.0083,0.0042,0.0365,0.1057,0
0.12,76.75,0.0,76.74,1.23,0.88,0.0084,0.0042,0.0301,0.0464,0
0.12,76.75,0.0,76.74,1.23,0.88,0.0084,0.0042,0.0378,0.0466,0
0.12,76.75,0.0,76.74,1.23,0.88,0.0084,0.0042,0.0444,0.0467,0
0.12,76.75,0.0,76.74,1.23,0.88,0.0441,0.0042,0.0218,0.0518,0
0.12,76.75,0.0,76.74,1.23,0.88,0.0441,0.0042,0.0247,0.0519,0
0.12,76.75,0.0,76.74,1.23,0.88,0.0441,0.0042,0.0301,0.0521,0
0.12,81.0,0.0,76.72,1.23,0.88,0.0081,0.0041,0.0218,0.0504,0
0.12,81.0,0.0,76.72,1.23,0.88,0.0081,0.0041,0.0268,0.0506,0
0.12,81.0,0.0,76.72,1.23,0.88,0.0081,0.0041,0.0318,0.0507,0
0.12,81.0,0.0,76.72,1.23,0.88,0.0086,0.0043,0.0282,0.0483,0
0.12,81.0,0.0,76.72,1.23,0.88,0.0086,0.0043,0.0306,0.0485,0
