bandwidth_mbps,cpu_percent,gpu_percent,ram_percent,rtt_ms,jitter_ms,motion_score,change_score,onboard_latency,offboard_latency,best_route
0.14,76.75,0.0,77.14,1.73,1.48,0.0527,0.0043,0.0209,0.0527,0
0.14,76.75,0.0,77.14,1.73,1.48,0.0527,0.0043,0.0243,0.0531,0
0.14,76.75,0.0,77.14,1.73,1.48,0.0527,0.0043,0.0283,0.0534,0
0.14,77.25,0.0,77.17,1.73,1.48,0.009,0.0045,0.0227,0.0506,0
0.14,77.25,0.0,77.17,1.73,1.48,0.009,0.0045,0.0317,0.0508,0
0.14,77.25,0.0,77.17,1.73,1.48,0.009,0.0045,0.0345,0.0509,0
0.14,77.25,0.0,77.17,1.73,1.48,0.0092,0.0046,0.0184,0.0457,0
0.14,77.25,0.0,77.17,1.73,1.48,0.0092,0.0046,0.0234,0.0459,0
0.14,77.25,0.0,77.17,1.73,1.48,0.0092,0.0046,0.0292,0.046,0
0.14,77.25,0.0,77.17,1.73,1.48,0.0606,0.0044,0.0255,0.0679,0
0.14,77.25,0.0,77.17,1.73,1.48,0.0606,0.0044,0.0298,0.0681,0
0.14,77.25,0.0,77.17,1.73,1.48,0.0606,0.0044,0.0485,0.0682,0
0.14,80.0,99.0,77.14,1.73,1.48,0.0088,0.0044,0.0171,0.0541,0
0.14,80.0,99.0,77.14,1.73,1.48,0.0088,0.0044,0.0208,0.0543,0
0.14,80.0,99.0,77.14,1.73,1.48,0.0088,0.0044,0.031,0.0544,0
0.14,80.0,99.0,77.14,1.79,1.45,0.0085,0.0043,0.024,0.0479,0
0.14,80.0,99.0,77.14,1.79,1.45,0.0085,0.0043,0.0271,0.0481,0
0.14,80.0,99.0,77.14,1.79,1.45,0.0085,0.0043,0.0306,0.0482,0
0.14,80.0,99.0,77.14,1.79,1.45,0.0639,0.0044,0.018,0.053,0
0.14,80.0,99.0,77.14,1.79,1.45,0.0639,0.0044,0.0208,0.0532,0
0.14,80.0,99.0,77.14,1.79,1.45,0.0639,0.0044,0.032,0.0533,0
0.14,80.0,99.0,77.14,1.79,1.45,0.0088,0.0044,0.0187,0.0461,0
0.14,80.0,99.0,77.14,1.79,1.45,0.0088,0.0044,0.0228,0.0463,0
0.14,80.0,99.0,77.14,1.79,1.45,0.0088,0.0044,0.0351,0.0464,0
0.14,79.0,0.0,77.09,1.79,1.45,0.009,0.0045,0.0235,0.0487,0
0.14,79.0,0.0,77.09,1.79,1.45,0.009,0.0045,0.0269,0.0489,0
0.14,79.0,0.0,77.09,1.79,1.45,0.009,0.0045,0.0294,0.0491,0
0.14,79.0,0.0,77.09,1.79,1.45,0.0534,0.0045,0.0282,0.0493,0
0.14,79.0,0.0,77.09,1.79,1.45,0.0534,0.0045,0.0371,0.0495,0
0.14,79.0,0.0,77.09,1.79,1.45,0.0534,0.0045,0.0492,0.0496,0
0.14,79.0,0.0,77.09,1.79,1.45,0.0089,0.0044,0.0181,0.0478,0
0.14,79.0,0.0,77.09,1.79,1.45,0.0089,0.0044,0.0206,0.048,0
0.14,79.0,0.0,77.09,1.79,1.45,0.0089,0.0044,0.0251,0.0481,0
0.14,75.5,0.0,77.17,1.79,1.45,0.0087,0.0044,0.021,0.0467,0
0.14,75.5,0.0,77.17,1.79,1.45,0.0087,0.0044,0.0245,0.0468,0
0.14,75.5,0.0,77.17,1.79,1.45,0.0087,0.0044,0.0319,0.0469,0
0.14,75.5,0.0,77.17,1.79,1.45,0.0574,0.0043,0.0212,0.0492,0
0.14,75.5,0.0,77.17,1.79,1.45,0.0574,0.0043,0.0245,0.0494,0
0.14,75.5,0.0,77.17,1.79,1.45,0.0574,0.0043,0.0323,0.0496,0
0.14,75.5,0.0,77.17,1.79,1.45,0.009,0.0045,0.0169,0.0498,0
0.14,75.5,0.0,77.17,1.79,1.45,0.009,0.0045,0.0222,0.05,0
0.14,75.5,0.0,77.17,1.79,1.45,0.009,0.0045,0.0269,0.0501,0
0.14,75.5,0.0,77.17,1.79,1.45,0.0086,0.0043,0.0169,0.0482,0
0.14,75.5,0.0,77.17,1.79,1.45,0.0086,0.0043,0.019,0.0484,0
0.14,75.5,0.0,77.17,1.79,1.45,0.0086,0.0043,0.0223,0.0485,0
0.14,81.0,0.0,77.14,2.35,1.37,0.0576,0.0046,0.02,0.0522,0
0.14,81.0,0.0,77.14,2.35,1.37,0.0576,0.0046,0.0228,0.0524,0
0.14,81.0,0.0,77.14,2.35,1.37,0.0576,0.0046,0.0262,0.0525,0
0.14,81.0,0.0,77.14,2.35,1.37,0.0088,0.0044,0.0171,0.0487,0
0.14,81.0,0.0,77.14,2.35,1.37,0.0088,0.0044,0.0193,0.0489,0
0.14,81.0,0.0,77.14,2.35,1.37,0.0088,0.0044,0.022,0.049,0
0.14,81.0,0.0,77.14,2.35,1.37,0.0098,0.0049,0.0168,0.0468,0
0.14,81.0,0.0,77.14,2.35,1.37,0.0098,0.0049,0.0243,0.0475,0
0.14,81.0,0.0,77.14,2.35,1.37,0.0098,0.0049,0.0269,0.0476,0
0.14,76.25,99.0,77.17,2.35,1.37,0.0608,0.0043,0.0349,0.0537,0
0.14,76.25,99.0,77.17,2.35,1.37,0.0608,0.0043,0.0382,0.0539,0
0.14,76.25,99.0,77.17,2.35,1.37,0.0608,0.0043,0.0428,0.054,0
0.14,76.25,99.0,77.17,2.35,1.37,0.0083,0.0042,0.028,0.0461,0
0.14,76.25,99.0,77.17,2.35,1.37,0.0083,0.0042,0.0317,0.0463,0
0.14,76.25,99.0,77.17,2.35,1.37,0.0083,0.0042,0.0385,0.0464,0
0.14,76.25,99.0,77.17,2.35,1.37,0.0086,0.0043,0.0923,0.089,1
0.14,76.25,99.0,77.17,2.35,1.37,0.0086,0.0043,0.0956,0.0892,1
0.14,76.25,99.0,77.17,2.35,1.37,0.0086,0.0043,0.1,0.0893,1
0.14,76.25,99.0,77.17,2.35,1.37,0.0552,0.0044,0.021,0.047,0
0.14,76.25,99.0,77.17,2.35,1.37,0.0552,0.0044,0.024,0.0472,0
0.14,76.25,99.0,77.17,2.35,1.37,0.0552,0.0044,0.0463,0.0475,0
0.14,82.75,0.0,77.12,2.35,1.37,0.0083,0.0042,0.016,0.0476,0
0.14,82.75,0.0,77.12,2.35,1.37,0.0083,0.0042,0.0191,0.0479,0
0.14,82.75,0.0,77.12,2.35,1.37,0.0083,0.0042,0.0303,0.0481,0
0.14,82.75,0.0,77.12,2.35,1.37,0.0079,0.004,0.0193,0.059,0
0.14,82.75,0.0,77.12,2.35,1.37,0.0079,0.004,0.0234,0.0592,0
0.14,82.75,0.0,77.12,2.35,1.37,0.0079,0.004,0.0452,0.0593,0
0.14,82.75,0.0,77.12,2.35,1.37,0.0636,0.0045,0.0231,0.0528,0
0.14,82.75,0.0,77.12,2.35,1.37,0.0636,0.0045,0.0264,0.0529,0
0.14,82.75,0.0,77.12,2.35,1.37,0.0636,0.0045,0.0291,0.0531,0
0.14,82.75,0.0,77.12,1.56,1.24,0.0092,0.0046,0.02,0.0528,0
0.14,82.75,0.0,77.12,1.56,1.24,0.0092,0.0046,0.0259,0.053,0
0.14,82.75,0.0,77.12,1.56,1.24,0.0092,0.0046,0.034,0.0532,0
0.14,76.75,0.0,77.14,1.56,1.24,0.0093,0.0047,0.0224,0.0481,0
0.14,76.75,0.0,77.14,1.56,1.24,0.0093,0.0047,0.0277,0.0484,0
0.14,76.75,0.0,77.14,1.56,1.24,0.0093,0.0047,0.03,0.0485,0
0.14,76.75,0.0,77.14,1.56,1.24,0.054,0.0044,0.0197,0.0515,0
0.14,76.75,0.0,77.14,1.56,1.24,0.054,0.0044,0.0221,0.0517,0
0.14,76.75,0.0,77.14,1.56,1.24,0.054,0.0044,0.0313,0.052,0
0.14,76.75,0.0,77.14,1.56,1.24,0.0089,0.0045,0.0232,0.0465,0
0.14,76.75,0.0,77.14,1.56,1.24,0.0089,0.0045,0.0264,0.0467,0
0.14,76.75,0.0,77.14,1.56,1.24,0.0089,0.0045,0.0318,0.0468,0
0.14,78.25,0.0,77.17,1.56,1.24,0.0086,0.0043,0.0183,0.0487,0
0.14,78.25,0.0,77.17,1.56,1.24,0.0086,0.0043,0.0213,0.0489,0
0.14,78.25,0.0,77.17,1.56,1.24,0.0086,0.0043,0.0253,0.049,0
0.14,78.25,0.0,77.17,1.56,1.24,0.0543,0.0043,0.0214,0.0529,0
0.14,78.25,0.0,77.17,1.56,1.24,0.0543,0.0043,0.0239,0.0532,0
0.14,78.25,0.0,77.17,1.56,1.24,0.0543,0.0043,0.0309,0.0533,0
0.14,78.25,0.0,77.17,1.56,1.24,0.0086,0.0043,0.0157,0.0481,0
0.14,78.25,0.0,77.17,1.56,1.24,0.0086,0.0043,0.0185,0.0483,0
0.14,78.25,0.0,77.17,1.56,1.24,0.0086,0.0043,0.0221,0.0485,0
0.14,78.25,0.0,77.17,1.56,1.24,0.01,0.005,0.0229,0.0457,0
0.14,78.25,0.0,77.17,1.56,1.24,0.01,0.005,0.0276,0.0459,0
0.14,78.25,0.0,77.17,1.56,1.24,0.01,0.005,0.0372,0.0461,0
0.14,82.25,45.0,77.17,1.56,1.24,0.0546,0.0046,0.0172,0.0517,0
0.14,82.25,45.0,77.17,1.56,1.24,0.0546,0.0046,0.0199,0.0519,0
0.14,82.25,45.0,77.17,1.56,1.24,0.0546,0.0046,0.0237,0.052,0
0.14,82.25,45.0,77.17,1.56,1.24,0.009,0.0045,0.0204,0.0462,0
0.14,82.25,45.0,77.17,1.56,1.24,0.009,0.0045,0.0265,0.0464,0
0.14,82.25,45.0,77.17,1.56,1.24,0.009,0.0045,0.0321,0.0465,0
0.14,82.25,45.0,77.17,2.49,1.32,0.0076,0.0038,0.0176,0.0511,0
0.14,82.25,45.0,77.17,2.49,1.32,0.0076,0.0038,0.0213,0.0513,0
0.14,82.25,45.0,77.17,2.49,1.32,0.0076,0.0038,0.0271,0.0515,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0515,0.0041,0.0185,0.0518,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0515,0.0041,0.0208,0.0521,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0515,0.0041,0.0231,0.0522,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0078,0.0039,0.0178,0.0491,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0078,0.0039,0.0205,0.0493,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0078,0.0039,0.0229,0.0494,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0091,0.0045,0.0168,0.0517,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0091,0.0045,0.0204,0.0519,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0091,0.0045,0.0234,0.052,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0607,0.0047,0.0363,0.051,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0607,0.0047,0.0385,0.0512,0
0.14,82.0,0.0,77.14,2.49,1.32,0.0607,0.0047,0.046,0.0513,0
0.14,77.5,0.0,77.14,2.49,1.32,0.0083,0.0042,0.0206,0.0468,0
0.14,77.5,0.0,77.14,2.49,1.32,0.0083,0.0042,0.0274,0.047,0
0.14,77.5,0.0,77.14,2.49,1.32,0.0083,0.0042,0.0306,0.0471,0
0.14,77.5,0.0,77.14,2.49,1.32,0.0082,0.0041,0.0164,0.048,0
0.14,77.5,0.0,77.14,2.49,1.32,0.0082,0.0041,0.0211,0.0481,0
0.14,77.5,0.0,77.14,2.49,1.32,0.0082,0.0041,0.0238,0.0483,0
0.14,77.5,0.0,77.14,2.49,1.32,0.0559,0.0042,0.0196,0.0552,0
0.14,77.5,0.0,77.14,2.49,1.32,0.0559,0.0042,0.0265,0.0554,0
0.14,77.5,0.0,77.14,2.49,1.32,0.0559,0.0042,0.0294,0.0555,0
0.14,81.0,0.0,77.17,2.49,1.32,0.0087,0.0044,0.0196,0.0633,0
0.14,81.0,0.0,77.17,2.49,1.32,0.0087,0.0044,0.0237,0.0636,0
0.14,81.0,0.0,77.17,2.49,1.32,0.0087,0.0044,0.029,0.0637,0
0.14,81.0,0.0,77.17,2.49,1.32,0.0081,0.0041,0.0146,0.0528,0
0.14,81.0,0.0,77.17,2.49,1.32,0.0081,0.0041,0.0174,0.0532,0
0.14,81.0,0.0,77.17,2.49,1.32,0.0081,0.0041,0.02,0.0533,0
0.14,81.0,0.0,77.17,1.33,1.32,0.0428,0.0042,0.0244,0.0585,0
0.14,81.0,0.0,77.17,1.33,1.32,0.0428,0.0042,0.0317,0.0587,0
0.14,81.0,0.0,77.17,1.33,1.32,0.0428,0.0042,0.0377,0.0588,0
0.14,81.0,0.0,77.17,1.33,1.32,0.0087,0.0044,0.0173,0.0478,0
0.14,81.0,0.0,77.17,1.33,1.32,0.0087,0.0044,0.0254,0.048,0
0.14,81.0,0.0,77.17,1.33,1.32,0.0087,0.0044,0.0281,0.0481,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0076,0.0038,0.0291,0.0495,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0076,0.0038,0.0338,0.0497,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0076,0.0038,0.0399,0.0498,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0541,0.0044,0.0179,0.0522,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0541,0.0044,0.023,0.0524,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0541,0.0044,0.028,0.0525,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0083,0.0042,0.0199,0.0491,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0083,0.0042,0.0233,0.0494,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0083,0.0042,0.0269,0.0496,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0085,0.0043,0.0191,0.0496,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0085,0.0043,0.022,0.0498,0
0.14,78.75,0.0,77.17,1.33,1.32,0.0085,0.0043,0.0256,0.0501,0
0.14,79.25,0.0,77.17,1.33,1.32,0.0502,0.0044,0.0203,0.0529,0
0.14,79.25,0.0,77.17,1.33,1.32,0.0502,0.0044,0.0242,0.0531,0
0.14,79.25,0.0,77.17,1.33,1.32,0.0502,0.0044,0.0276,0.0532,0
0.14,79.25,0.0,77.17,1.33,1.32,0.0089,0.0044,0.0202,0.0493,0
0.14,79.25,0.0,77.17,1.33,1.32,0.0089,0.0044,0.0236,0.0495,0
0.14,79.25,0.0,77.17,1.33,1.32,0.0089,0.0044,0.0308,0.0496,0
0.14,79.25,0.0,77.17,1.33,1.32,0.0087,0.0044,0.0255,0.0511,0
0.14,79.25,0.0,77.17,1.33,1.32,0.0087,0.0044,0.0314,0.0513,0
0.14,79.25,0.0,77.17,1.33,1.32,0.0087,0.0044,0.044,0.0514,0
0.14,81.5,0.0,77.14,1.33,1.32,0.0563,0.0043,0.0207,0.0539,0
0.14,81.5,0.0,77.14,1.33,1.32,0.0563,0.0043,0.0231,0.0541,0
0.14,81.5,0.0,77.14,1.33,1.32,0.0563,0.0043,0.03,0.0542,0
0.14,81.5,0.0,77.14,1.14,1.23,0.0089,0.0044,0.0173,0.0513,0
0.14,81.5,0.0,77.14,1.14,1.23,0.0089,0.0044,0.0201,0.0515,0
0.14,81.5,0.0,77.14,1.14,1.23,0.0089,0.0044,0.0307,0.0516,0
0.14,81.5,0.0,77.14,1.14,1.23,0.0097,0.0049,0.02,0.0527,0
0.14,81.5,0.0,77.14,1.14,1.23,0.0097,0.0049,0.025,0.0529,0
0.14,81.5,0.0,77.14,1.14,1.23,0.0097,0.0049,0.0298,0.0531,0
0.14,81.5,0.0,77.14,1.14,1.23,0.0545,0.0043,0.0219,0.0518,0
0.14,81.5,0.0,77.14,1.14,1.23,0.0545,0.0043,0.0303,0.0521,0
0.14,81.5,0.0,77.14,1.14,1.23,0.0545,0.0043,0.0353,0.0523,0
0.14,77.5,0.0,77.09,1.14,1.23,0.009,0.0045,0.0164,0.0512,0
0.14,77.5,0.0,77.09,1.14,1.23,0.009,0.0045,0.0189,0.0514,0
0.14,77.5,0.0,77.09,1.14,1.23,0.009,0.0045,0.0225,0.0515,0
0.14,77.5,0.0,77.09,1.14,1.23,0.0101,0.005,0.022,0.0528,0
0.14,77.5,0.0,77.09,1.14,1.23,0.0101,0.005,0.0275,0.053,0
0.14,77.5,0.0,77.09,1.14,1.23,0.0101,0.005,0.0314,0.0532,0
0.14,77.5,0.0,77.09,1.14,1.23,0.0531,0.0044,0.0309,0.0529,0
0.14,77.5,0.0,77.09,1.14,1.23,0.0531,0.0044,0.0334,0.0531,0
0.14,77.5,0.0,77.09,1.14,1.23,0.0531,0.0044,0.0364,0.0533,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0085,0.0043,0.0163,0.048,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0085,0.0043,0.0185,0.0482,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0085,0.0043,0.0219,0.0483,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0089,0.0044,0.0175,0.0492,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0089,0.0044,0.0248,0.0494,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0089,0.0044,0.0291,0.0495,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0586,0.0044,0.0252,0.0606,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0586,0.0044,0.0292,0.0608,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0586,0.0044,0.0318,0.0609,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0091,0.0045,0.0235,0.0517,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0091,0.0045,0.0267,0.0519,0
0.14,76.0,0.0,77.17,1.14,1.23,0.0091,0.0045,0.0323,0.0521,0
0.14,77.5,99.0,77.19,2.38,1.28,0.0085,0.0042,0.02,0.0517,0
0.14,77.5,99.0,77.19,2.38,1.28,0.0085,0.0042,0.0225,0.0519,0
0.14,77.5,99.0,77.19,2.38,1.28,0.0085,0.0042,0.0249,0.052,0
0.14,77.5,99.0,77.19,2.38,1.28,0.046,0.0042,0.02,0.06,0
0.14,77.5,99.0,77.19,2.38,1.28,0.046,0.0042,0.0266,0.0603,0
0.14,77.5,99.0,77.19,2.38,1.28,0.046,0.0042,0.0294,0.0606,0
0.14,77.5,99.0,77.19,2.38,1.28,0.0096,0.0048,0.019,0.0505,0
0.14,77.5,99.0,77.19,2.38,1.28,0.0096,0.0048,0.0302,0.0507,0
0.14,77.5,99.0,77.19,2.38,1.28,0.0096,0.0048,0.0342,0.0508,0
0.14,78.75,0.0,77.19,2.38,1.28,0.0088,0.0044,0.0264,0.0495,0
0.14,78.75,0.0,77.19,2.38,1.28,0.0088,0.0044,0.0293,0.0498,0
0.14,78.75,0.0,77.19,2.38,1.28,0.0088,0.0044,0.0324,0.0499,0
0.14,78.75,0.0,77.19,2.38,1.28,0.0475,0.0045,0.018,0.0537,0
0.14,78.75,0.0,77.19,2.38,1.28,0.0475,0.0045,0.0213,0.0539,0
0.14,78.75,0.0,77.19,2.38,1.28,0.0475,0.0045,0.0267,0.0541,0
0.14,78.75,0.0,77.19,2.38,1.28,0.0091,0.0045,0.0161,0.1047,0
0.14,78.75,0.0,77.19,2.38,1.28,0.0091,0.0045,0.0183,0.1051,0
0.14,78.75,0.0,77.19,2.38,1.28,0.0091,0.0045,0.022,0.1053,0
0.14,78.75,0.0,77.19,2.38,1.28,0.0084,0.0042,0.0792,0.0524,1
0.14,78.75,0.0,77.19,2.38,1.28,0.0084,0.0042,0.082,0.0526,1
0.14,78.75,0.0,77.19,2.38,1.28,0.0084,0.0042,0.0852,0.0527,1
0.14,76.75,99.0,77.27,2.38,1.28,0.0535,0.0044,0.0285,0.0529,0
0.14,76.75,99.0,77.27,2.38,1.28,0.0535,0.0044,0.0319,0.0532,0
0.14,76.75,99.0,77.27,2.38,1.28,0.0535,0.0044,0.0356,0.0533,0
0.14,76.75,99.0,77.27,2.38,1.28,0.0088,0.0044,0.0222,0.0563,0
0.14,76.75,99.0,77.27,2.38,1.28,0.0088,0.0044,0.0266,0.0565,0
0.14,76.75,99.0,77.27,2.38,1.28,0.0088,0.0044,0.033,0.0566,0
0.14,76.75,99.0,77.27,2.38,1.28,0.008,0.004,0.0213,0.0488,0
0.14,76.75,99.0,77.27,2.38,1.28,0.008,0.004,0.027,0.049,0
0.14,76.75,99.0,77.27,2.38,1.28,0.008,0.004,0.0308,0.0492,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0613,0.004,0.0332,0.0536,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0613,0.004,0.0387,0.0538,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0613,0.004,0.051,0.0539,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0088,0.0044,0.0205,0.0502,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0088,0.0044,0.0242,0.0504,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0088,0.0044,0.0289,0.0505,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0091,0.0046,0.0214,0.0496,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0091,0.0046,0.0248,0.0498,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0091,0.0046,0.0329,0.0499,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0528,0.0044,0.0226,0.0523,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0528,0.0044,0.0258,0.0525,0
0.14,83.25,0.0,77.19,1.33,1.34,0.0528,0.0044,0.0323,0.0527,0
0.14,77.75,0.0,77.19,1.33,1.34,0.0091,0.0046,0.0191,0.0465,0
0.14,77.75,0.0,77.19,1.33,1.34,0.0091,0.0046,0.0218,0.0467,0
0.14,77.75,0.0,77.19,1.33,1.34,0.0091,0.0046,0.0247,0.0468,0
0.14,77.75,0.0,77.19,1.33,1.34,0.0091,0.0046,0.0145,0.0497,0
0.14,77.75,0.0,77.19,1.33,1.34,0.0091,0.0046,0.0187,0.0499,0
0.14,77.75,0.0,77.19,1.33,1.34,0.0091,0.0046,0.0213,0.05,0
0.14,77.75,0.0,77.19,1.33,1.34,0.0502,0.0045,0.0368,0.0528,0
0.14,77.75,0.0,77.19,1.33,1.34,0.0502,0.0045,0.0462,0.0531,0
0.14,77.75,0.0,77.19,1.33,1.34,0.0502,0.0045,0.0519,0.0533,0
0.14,73.75,56.0,77.22,1.33,1.34,0.0095,0.0048,0.0173,0.0513,0
0.14,73.75,56.0,77.22,1.33,1.34,0.0095,0.0048,0.0255,0.0515,0
0.14,73.75,56.0,77.22,1.33,1.34,0.0095,0.0048,0.0294,0.0516,0
0.14,73.75,56.0,77.22,1.33,1.34,0.0092,0.0046,0.0174,0.0508,0
0.14,73.75,56.0,77.22,1.33,1.34,0.0092,0.0046,0.0247,0.0509,0
0.14,73.75,56.0,77.22,1.33,1.34,0.0092,0.0046,0.028,0.0511,0
0.14,73.75,56.0,77.22,1.33,1.34,0.0579,0.0042,0.0218,0.0644,0
0.14,73.75,56.0,77.22,1.33,1.34,0.0579,0.0042,0.0251,0.0646,0
0.14,73.75,56.0,77.22,1.33,1.34,0.0579,0.0042,0.0323,0.0647,0
0.14,73.75,56.0,77.22,1.28,0.99,0.0073,0.0037,0.0166,0.0471,0
0.14,73.75,56.0,77.22,1.28,0.99,0.0073,0.0037,0.0188,0.0473,0
0.14,73.75,56.0,77.22,1.28,0.99,0.0073,0.0037,0.0214,0.0474,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0089,0.0045,0.0167,0.0499,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0089,0.0045,0.0216,0.05,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0089,0.0045,0.0255,0.0501,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0599,0.0044,0.0197,0.0534,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0599,0.0044,0.0223,0.0536,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0599,0.0044,0.0289,0.0538,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0083,0.0042,0.0149,0.0491,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0083,0.0042,0.0221,0.0494,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0083,0.0042,0.0249,0.0495,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0084,0.0042,0.0217,0.0487,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0084,0.0042,0.0293,0.0489,0
0.14,76.75,0.0,77.19,1.28,0.99,0.0084,0.0042,0.0351,0.0491,0
0.14,75.0,0.0,77.19,1.28,0.99,0.0654,0.0047,0.0179,0.0525,0
0.14,75.0,0.0,77.19,1.28,0.99,0.0654,0.0047,0.0205,0.0527,0
0.14,75.0,0.0,77.19,1.28,0.99,0.0654,0.0047,0.0239,0.0528,0
0.14,75.0,0.0,77.19,1.28,0.99,0.0097,0.0049,0.0182,0.0475,0
0.14,75.0,0.0,77.19,1.28,0.99,0.0097,0.0049,0.0224,0.0477,0
0.14,75.0,0.0,77.19,1.28,0.99,0.0097,0.0049,0.0297,0.0478,0
0.14,75.0,0.0,77.19,1.28,0.99,0.0078,0.0039,0.0181,0.0528,0
0.14,75.0,0.0,77.19,1.28,0.99,0.0078,0.0039,0.0205,0.0531,0
0.14,75.0,0.0,77.19,1.28,0.99,0.0078,0.0039,0.0235,0.0532,0
0.14,79.0,0.0,77.17,1.28,0.99,0.0516,0.0041,0.0251,0.0561,0
0.14,79.0,0.0,77.17,1.28,0.99,0.0516,0.0041,0.0424,0.0563,0
0.14,79.0,0.0,77.17,1.28,0.99,0.0516,0.0041,0.0486,0.0564,0
0.14,79.0,0.0,77.17,1.28,0.99,0.0088,0.0044,0.0162,0.0507,0
0.14,79.0,0.0,77.17,1.28,0.99,0.0088,0.0044,0.019,0.0508,0
0.14,79.0,0.0,77.17,1.28,0.99,0.0088,0.0044,0.0225,0.0509,0
0.13,79.0,0.0,77.17,1.25,0.6,0.0089,0.0044,0.0213,0.0504,0
0.13,79.0,0.0,77.17,1.25,0.6,0.0089,0.0044,0.0243,0.0506,0
0.13,79.0,0.0,77.17,1.25,0.6,0.0089,0.0044,0.0306,0.0508,0
0.13,79.0,0.0,77.17,1.25,0.6,0.0615,0.0047,0.022,0.0544,0
0.13,79.0,0.0,77.17,1.25,0.6,0.0615,0.0047,0.0267,0.0546,0
0.13,79.0,0.0,77.17,1.25,0.6,0.0615,0.0047,0.0297,0.0547,0
0.13,80.5,2.0,77.22,1.25,0.6,0.0085,0.0043,0.025,0.0519,0
0.13,80.5,2.0,77.22,1.25,0.6,0.0085,0.0043,0.0351,0.0521,0
0.13,80.5,2.0,77.22,1.25,0.6,0.0085,0.0043,0.0381,0.0522,0
0.13,80.5,2.0,77.22,1.25,0.6,0.0093,0.0046,0.0174,0.0475,0
0.13,80.5,2.0,77.22,1.25,0.6,0.0093,0.0046,0.027,0.0477,0
0.13,80.5,2.0,77.22,1.25,0.6,0.0093,0.0046,0.037,0.0478,0
0.13,80.5,2.0,77.22,1.25,0.6,0.0561,0.0045,0.0239,0.0526,0
0.13,80.5,2.0,77.22,1.25,0.6,0.0561,0.0045,0.029,0.0528,0
0.13,80.5,2.0,77.22,1.25,0.6,0.0561,0.0045,0.0321,0.053,0
0.13,80.75,0.0,77.25,1.25,0.6,0.0079,0.004,0.0213,0.0461,0
0.13,80.75,0.0,77.25,1.25,0.6,0.0079,0.004,0.026,0.0471,0
0.13,80.75,0.0,77.25,1.25,0.6,0.0079,0.004,0.0296,0.0472,0
0.13,80.75,0.0,77.25,1.25,0.6,0.0089,0.0044,0.0219,0.0495,0
0.13,80.75,0.0,77.25,1.25,0.6,0.0089,0.0044,0.0283,0.0496,0
